sweep_id,benchmark,metric_name,left_decoder_label,right_decoder_label,num_examples,mean_score_delta,median_score_delta,win_rate,tie_rate,loss_rate
,truthfulqa,mc2,pure_argmax_switchv2,fanda,50,-0.05060705088460997,1.0192299052151819e-17,0.52,0.0,0.48
,truthfulqa,mc2,pure_argmax_switchv2,fanda_greedy,50,-0.006188824052862902,-9.143458426960071e-12,0.38,0.02,0.6
,truthfulqa,mc2,pure_argmax_switchv2,dola,50,-0.002585352871194306,-3.958999794662072e-12,0.5,0.0,0.5
,truthfulqa,mc2,pure_argmax_switchv2,pure_argmax_switch,50,0.008479899629440587,1.33452147096824e-18,0.52,0.04,0.44
,truthfulqa,mc2,pure_argmax_switchv2,pure_greedy,50,-0.006188824052862902,-9.143458426960071e-12,0.38,0.02,0.6
,truthfulqa,mc2,pure_greedy,fanda,50,-0.04441822683174707,3.0710111823956907e-10,0.62,0.0,0.38
,truthfulqa,mc2,pure_greedy,fanda_greedy,50,0.0,0.0,0.0,1.0,0.0
,truthfulqa,mc2,pure_greedy,dola,50,0.0036034711816686025,-8.493085326441856e-15,0.5,0.0,0.5
,truthfulqa,mc2,pure_greedy,pure_argmax_switch,50,0.014668723682303493,3.3434826662237685e-09,0.68,0.02,0.3
,truthfulqa,mc2,pure_greedy,pure_argmax_switchv2,50,0.006188824052862902,9.143458426960071e-12,0.6,0.02,0.38
,truthfulqa,mc3,fanda,fanda_greedy,50,0.044000000000000004,0.0,0.2,0.72,0.08
,truthfulqa,mc3,fanda,dola,50,0.078,0.0,0.22,0.7,0.08
,truthfulqa,mc3,fanda,pure_argmax_switch,50,0.03899999999999999,0.0,0.18,0.78,0.04
,truthfulqa,mc3,fanda,pure_argmax_switchv2,50,0.03333333333333333,0.0,0.1,0.9,0.0
,truthfulqa,mc3,fanda,pure_greedy,50,0.044000000000000004,0.0,0.2,0.72,0.08
,truthfulqa,mc3,fanda_greedy,fanda,50,-0.044000000000000004,0.0,0.08,0.72,0.2
,truthfulqa,mc3,fanda_greedy,dola,50,0.034,0.0,0.18,0.68,0.14
,truthfulqa,mc3,fanda_greedy,pure_argmax_switch,50,-0.005,0.0,0.14,0.72,0.14
,truthfulqa,mc3,fanda_greedy,pure_argmax_switchv2,50,-0.010666666666666666,0.0,0.12,0.72,0.16
,truthfulqa,mc3,fanda_greedy,pure_greedy,50,0.0,0.0,0.0,1.0,0.0
,truthfulqa,mc3,dola,fanda,50,-0.078,0.0,0.08,0.7,0.22
,truthfulqa,mc3,dola,fanda_greedy,50,-0.034,0.0,0.14,0.68,0.18
,truthfulqa,mc3,dola,pure_argmax_switch,50,-0.03900000000000001,0.0,0.16,0.66,0.18
,truthfulqa,mc3,dola,pure_argmax_switchv2,50,-0.04466666666666667,0.0,0.14,0.66,0.2
,truthfulqa,mc3,dola,pure_greedy,50,-0.034,0.0,0.14,0.68,0.18
,truthfulqa,mc3,pure_argmax_switch,fanda,50,-0.03899999999999999,0.0,0.04,0.78,0.18
,truthfulqa,mc3,pure_argmax_switch,fanda_greedy,50,0.005,0.0,0.14,0.72,0.14
,truthfulqa,mc3,pure_argmax_switch,dola,50,0.03900000000000001,0.0,0.18,0.66,0.16
,truthfulqa,mc3,pure_argmax_switch,pure_argmax_switchv2,50,-0.005666666666666666,0.0,0.04,0.88,0.08
,truthfulqa,mc3,pure_argmax_switch,pure_greedy,50,0.005,0.0,0.14,0.72,0.14
,truthfulqa,mc3,pure_argmax_switchv2,fanda,50,-0.03333333333333333,0.0,0.0,0.9,0.1
,truthfulqa,mc3,pure_argmax_switchv2,fanda_greedy,50,0.010666666666666666,0.0,0.16,0.72,0.12
,truthfulqa,mc3,pure_argmax_switchv2,dola,50,0.04466666666666667,0.0,0.2,0.66,0.14
,truthfulqa,mc3,pure_argmax_switchv2,pure_argmax_switch,50,0.005666666666666666,0.0,0.08,0.88,0.04
,truthfulqa,mc3,pure_argmax_switchv2,pure_greedy,50,0.010666666666666666,0.0,0.16,0.72,0.12
,truthfulqa,mc3,pure_greedy,fanda,50,-0.044000000000000004,0.0,0.08,0.72,0.2
,truthfulqa,mc3,pure_greedy,fanda_greedy,50,0.0,0.0,0.0,1.0,0.0
,truthfulqa,mc3,pure_greedy,dola,50,0.034,0.0,0.18,0.68,0.14
,truthfulqa,mc3,pure_greedy,pure_argmax_switch,50,-0.005,0.0,0.14,0.72,0.14
,truthfulqa,mc3,pure_greedy,pure_argmax_switchv2,50,-0.010666666666666666,0.0,0.12,0.72,0.16
